Auction ID,APN,Legal Description,Property Address ,City,Zip Code,Minimum Bid,Auction Ends Apr 26th (ET)
995627,042-341-05,T20S R53E S26 U.3 B.14 L.187 CALVADA VALLEY   (.200 ACRES),1651 E HIGHLAND AVE ,PAHRUMP,," $ 2,798.00 ",  4:50 PM
995628,042-341-09,T20S R53E S26 U.3 B.14 L.191 CALVADA VALLEY  (.200 ACRES),1701 E HIGHLAND AVE ,PAHRUMP,89048, $ 939.00 ,  4:50 PM
995629,042-341-10,T20S R53E S26 U.3 B.14 L.192 CALVADA VALLEY     (.200 ACRES),1721 E HIGHLAND AVE ,PAHRUMP,," $ 2,655.00 ",  4:50 PM
995630,042-341-11,T20S R53E S26 U.3 B.14 L.193 CALVADA VALLEY   (.200 ACRES),1731 E HIGHLAND AVE ,PAHRUMP,89048, $ 921.00 ,  4:50 PM
995631,042-401-05,T20S R53E S25 U.2 B.12 L.37 CALVADA VALLEY  (.200 ACRES),2741 E FEATHER ST ,PAHRUMP,89048, $ 932.00 ,  4:50 PM
995632,042-471-02,T20S R53E S26 U.3 B.17 L.46 CALVADA VALLEY (.530 ACRES),1400 E LAGUNA ST ,PAHRUMP,89048, $ 987.00 ,  4:50 PM
995633,042-552-04,T20S R53E S25&36 U.2 B.22 L.4 CALVADA VALLEY  (1.140 ACRES),2400 E DANDELION ST ,PAHRUMP,89048," $ 1,213.00 ",  4:50 PM
995634,042-702-24,T20S R53E S35 U.3 B.28 L.18 CALVADA VALLEY  (1.140 ACRES),1681 E CAVALRY ST ,PAHRUMP,89048," $ 1,045.00 ",  4:50 PM
995635,042-702-25,T20S R53E S35 U.3 B.28 L.19 CALVADA VALLEY   (1.140 ACRES),1711 E CAVALRY ST ,PAHRUMP,89048," $ 1,045.00 ",  4:50 PM
995636,043-194-02,"T19S R53E S14  U.4 B.14 L.2   CALVADA MEADOWS  12,040SF     (.276 ACRES)                                ",1561 E DYNAMITE RD ,PAHRUMP,," $ 2,132.00 ",  4:50 PM
995637,043-194-05,"T19S R53E S14  U.4 B.14 L.5   CALVADA MEADOWS  11,900SF    (.273 ACRES)                                   ",1621 E DYNAMITE RD ,PAHRUMP,89060, $ 877.00 ,  4:50 PM
995638,043-194-06,"T19S R53E S14  U.4 B.14 L.6   CALVADA MEADOWS 11,900SF   (.273 ACRES)  ",1641 E DYNAMITE RD  ,PAHRUMP,," $ 1,334.00 ",  4:50 PM
995639,043-201-11,"T19S R53E S14  U.4 B.16 L.34  CALVADA MEADOWS 11,900SF                                      ",1820 E GEODE LN ,PAHRUMP,89060, $ 859.00 ,  5:00 PM
995640,043-203-05,"T19S R53E S14  U.4 B.19 L.5   CALVADA MEADOWS   11,900SF     (.273 ACRES)                                   ",5426 N BECKY LN ,PAHRUMP,," $ 1,584.00 ",  5:00 PM
995641,043-203-13,"T19S R53E S14  U.4 B.19 L.29  CALVADA MEADOWS  11,900SF    (.273 ACRES)                                   ",5475 N OVERLOOK RD ,PAHRUMP,," $ 4,474.00 ",  5:00 PM
995642,043-212-03,"T19S R53E S14  U.4 B.18 L.10  CALVADA MEADOWS 11,900sf  (.273 ACRES)",5348 N OVERLOOK RD  ,PAHRUMP,," $ 1,340.00 ",  5:00 PM
995643,043-212-06,"T19S R53E S14  U.4 B.18 L.13  CALVADA MEADOWS   12,040sf     (.276 ACRES)                                   ",5300 N OVERLOOK RD ,PAHRUMP,," $ 1,978.00 ",  5:00 PM
995644,043-213-03,"T19S R53E S14  U.4 B.19 L.10  CALVADA MEADOWS  12,040sf   (.276 ACRES)                                    ",5346 N BECKY LN ,PAHRUMP,," $ 2,084.00 ",  5:00 PM
995645,043-221-04,"T19S R53E S14  U.4 B.2 L.9  CALVADA MEADOWS   11,537.05sf +/-     (.265 ACRES)                          ",5330 N PHOENIX DR ,PAHRUMP,," $ 2,127.00 ",  5:00 PM
995646,043-222-16,"T19S R53E S14  U.4 B.13 L.16  CALVADA MEADOWS 11,900sf                                      ",1740 E LIMESTONE RD ,PAHRUMP,89060, $ 865.00 ,  5:00 PM
995647,043-223-15,T19S R53E S14  U.4 B.12 L.15  CALVADA MEADOWS   (.273 ACRES),5280 N PUMA AVE ,PAHRUMP,," $ 2,122.00 ",  5:00 PM
995648,043-223-30,"T19S R53E S14  U.4 B.12 L.30  CALVADA MEADOWS   13,760.64sf +/-  (.316 ACRES)                          ",1620 E MINERAL AVE ,PAHRUMP,," $ 2,150.00 ",  5:00 PM
995649,043-232-05,T19S R53E S14  U.4 B.11 L.5   CALVADA MEADOWS   (.273 ACRES),1600 E PYRITE PL ,PAHRUMP,," $ 2,277.00 ",  5:00 PM
995650,043-233-02,"T19S R53E S14  U.4 B.10 L.2   CALVADA MEADOWS  11,802.26sf +/-    (.271 ACRES)                         ",5175 N PHOENIX DR ,PAHRUMP,," $ 2,645.00 ",  5:00 PM
995651,043-243-03,"T19S R53E S14  U.4 B.7 L.8    CALVADA MEADOWS  11,900sf    (.273 ACRES)                                   ",5171 N PARLAY RD ,PAHRUMP,," $ 2,122.00 ",  5:00 PM
995652,043-244-05,"T19S R53E S14  U.4 B.6 L.11   CALVADA MEADOWS  12,040sf         (.276 ACRES)                              ",5231 N RIDGEVIEW RD ,PAHRUMP,," $ 2,645.00 ",  5:00 PM
995653,043-244-12,"T19S R53E S14  U.4 B.6 L.18   CALVADA MEADOWS   12,040sf       (.276 ACRES)                ",5170 N OVERLOOK RD ,PAHRUMP,," $ 2,136.00 ",  5:00 PM
995654,043-245-06,T19S R53E S14  U.4 B.5 L.12   CALVADA MEADOWS    (.276 ACRES),1961 E SERENITY PL ,PAHRUMP,," $ 3,405.00 ",  5:00 PM
995655,043-245-11,"T19S R53E S14  U.4 B.5 L.17   CALVADA MEADOWS 12,040sf      (.276 ACRES)                                ",5190 N BECKY LN ,PAHRUMP,," $ 2,542.00 ",  5:00 PM
995656,043-253-01,T19S R53E S14  U.4 B.6 L.1    CALVADA MEADOWS  (.273 ACRES),5031 N RIDGEVIEW RD ,PAHRUMP,," $ 1,702.00 ",  5:00 PM
995657,043-254-08,T19S R53E S14  U.4 B.5 L.21   CALVADA MEADOWS   (.276 ACRES),5110 N BECKY LN ,PAHRUMP,," $ 1,914.00 ",  5:00 PM
995658,043-255-01,T19S R53E S14  U.4 B.4 L.5    CALVADA MEADOWS  (.273 ACRES),1791 E WICHITA RD ,PAHRUMP,89060, $ 940.00 ,  5:00 PM
995659,043-261-05,T19S R53E S14  U.4 B.2 L.27   CALVADA MEADOWS   (.273 ACRES),5010 N PUMA AVE  ,PAHRUMP,," $ 2,756.00 ",  5:00 PM
995660,043-265-13,T19S R53E S14  U.4 B.9 L.9    CALVADA MEADOWS   (.350 ACRES),5110 N SAGUARO DR ,PAHRUMP,," $ 2,427.00 ",  5:00 PM
995661,044-591-12,T21S R53E S13 B.4 L.26 CONESTOGA COUNTRY ESTATES (1.10 ACRES),6360 S CAJON LN ,PAHRUMP,89048," $ 1,190.00 ",  5:00 PM
995662,044-851-27 RES,T21S R53E S36  F#360934 P.2  9.11AC  ,9800 S OAKRIDGE AVE ,PAHRUMP,89048," $ 1,577.00 ",  5:00 PM
995663,045-091-18*,T21S R54E S7-F#158736 PARCEL 1  1.14 ACRES     P#6204                                         ,5200 S HAWKINS WAY ,PAHRUMP,89061," $ 1,628.00 ",  5:00 PM
995664,045-181-19 RES,T21S R54E S17-F#33475 PARCEL 1  1.95AC ,4161 E MARY LOU ST ,PAHRUMP,89061," $ 5,186.00 ",  5:00 PM
995665,045-243-29,T21S R54E S19 F#90985 PARCEL 325  1.25 ACRES   P#11749 GREEN SADDLE RANCH ADDITION            ,7641 S ARABIAN WAY ,PAHRUMP,," $ 3,041.00 ",  5:00 PM
995666,045-244-15**,T21S R54E S19 F#90985 PARCEL 342  1.25 ACRES   GREEN SADDLE RANCH ADDITION                   ,7830 S WILDHORSE RD ,PAHRUMP,89061," $ 2,452.00 ",  5:00 PM
995667,045-283-20 RES*,T21S R54E S20 F#46886 L.237 GREEN SADDLE RANCH  1.1AC                                           ,4100 E MCGRAW RD ,PAHRUMP,89061," $ 1,330.00 ",  5:00 PM
995668,046-011-13 RES,T21S R54E S4 F#482651 B.1 L.19 .22AC  MOUNTAIN FALLS PH#1                   ,5908 E BADLANDS LN ,PAHRUMP,89061," $ 6,479.00 ",  5:00 PM
995669,047-131-05+,T23S R54E S1  SW SE (GOV LOT 13) 16.60AC  ,16801 S TUSCARORA ST ,PAHRUMP,89061," $ 1,124.00 ",  5:00 PM
